"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"55894","A-55894",2,"2016-11-18 18:22:43","2016-11-19 00:22:43",43.06326,-76.15896,43.06259,-76.15835,0.056,"At Court St/NB Exit 22/SB Exit 21 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-11-18 17:54:00",53.1,NA,64,30.01,10,"East",4.6,NA,"Scattered Clouds","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"56106","A-56106",4,"2016-11-20 06:57:47","2016-11-20 12:57:47",43.05308,-76.15112,43.0397,-76.14233,1.025,"Closed between I-690 and Adams St/Exit 18 - Road closed due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2016-11-20 06:54:00",32,22.5,92,29.56,5,"WSW",12.7,0,"Light Snow","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"56872","A-56872",2,"2016-11-22 16:57:45","2016-11-22 22:57:45",43.07128,-76.20464,43.07247,-76.20768,0.174,"At Solvay/Exit 7 - Accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2016-11-22 16:54:00",32,23.6,73,30.21,10,"WNW",10.4,NA,"Overcast","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"58005","A-58005",2,"2016-11-28 08:44:46","2016-11-28 14:44:46",43.05741,-76.1805,43.05593,-76.17364,0.361,"At RT-298/Bear St/Exit 9 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-11-28 08:54:00",30,24.1,100,30.15,0.8,"East",5.8,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"58291","A-58291",2,"2016-11-29 05:40:01","2016-11-29 11:40:01",43.07657,-76.21454,43.07324,-76.20966,0.337,"At RT-297/Exit 6/Exit 7 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2016-11-29 05:54:00",44.1,36.8,79,29.82,10,"ESE",16.1,0.01,"Overcast","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"58415","A-58415",2,"2016-11-29 08:33:25","2016-11-29 14:33:25",43.07383,-76.17072,43.06893,-76.16766,0.372,"At RT-370/Park St/Exit 23/Exit 24 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-11-29 08:54:00",51.1,NA,77,29.79,10,"SSE",20.7,NA,"Overcast","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"59415","A-59415",2,"2016-09-12 22:58:16","2016-09-13 04:58:16",43.09511,-76.16947,43.09319,-76.08543,4.242,"Between I-81/Exit 36 and Thompson Rd/Exit 35 - Accident.",NA,"I-90 E","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2016-09-12 22:54:00",59,NA,81,30.14,10,"ESE",3.5,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"59707","A-59707",2,"2016-09-13 17:05:28","2016-09-13 23:05:28",43.0769,-76.21503,43.07324,-76.20966,0.371,"At RT-297/Exit 6/Exit 7 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2016-09-13 16:54:00",82,NA,44,29.99,10,"SSW",11.5,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"59734","A-59734",2,"2016-09-13 17:35:47","2016-09-13 23:35:47",43.05815,-76.18181,43.07247,-76.20768,1.638,"Between Hiawatha Blvd/Exit 8 and Solvay/Exit 7 - Accident.",NA,"Hiawatha Blvd W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-09-13 17:54:00",82,NA,45,29.98,10,"SW",9.2,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"60235","A-60235",3,"2016-09-14 22:42:11","2016-09-15 04:42:11",43.051231,-76.13866,43.048719,-76.14288,0.275,"Ramp to Harrison St/Exit 18 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2016-09-14 22:54:00",55,NA,77,30.25,10,"NNE",4.6,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"60872","A-60872",2,"2016-09-23 09:13:41","2016-09-23 15:13:41",43.05624,-76.15355,43.05423,-76.15205,0.158,"At Clinton St/Salina St/Exit 19 - Accident.",NA,"Butternut St","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-09-23 08:54:00",66.9,NA,79,29.99,10,"WSW",4.6,0,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"62371","A-62371",2,"2016-09-28 17:31:06","2016-09-28 23:31:06",43.05757,-76.1538,43.05913,-76.15458,0.115,"At Butternut St/Exit 20 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2016-09-28 17:54:00",66,NA,59,30.13,10,"East",12.7,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"63991","A-63991",2,"2016-10-04 17:46:49","2016-10-04 23:46:49",43.05429,-76.15199,43.05628,-76.15342,0.155,"At Clinton St/Salina St/Exit 19 - Accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2016-10-04 17:54:00",66,NA,75,30.26,10,"NE",3.5,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","True","False","False","False","Day","Day","Day","Day"
"65921","A-65921",2,"2016-10-12 17:48:18","2016-10-12 23:48:18",43.0542,-76.11866,43.05278,-76.12422,0.297,"At Teall Ave/Exit 14 - Accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2016-10-12 17:54:00",66.9,NA,51,30.08,10,"SSE",9.2,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"65944","A-65944",2,"2016-10-12 18:25:46","2016-10-13 00:25:46",43.05879,-76.09929,43.05648,-76.10992,0.56,"At Midler Ave/Exit 15 - Accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2016-10-12 18:54:00",63,NA,58,30.08,10,"ESE",6.9,NA,"Scattered Clouds","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"65962","A-65962",2,"2016-10-12 19:24:49","2016-10-13 01:24:49",43.05879,-76.09929,43.05648,-76.10992,0.56,"At Midler Ave/Exit 15 - Accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2016-10-12 19:54:00",61,NA,62,30.08,10,"SE",5.8,NA,"Scattered Clouds","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"66097","A-66097",2,"2016-10-13 08:43:58","2016-10-13 14:43:58",43.06326,-76.15896,43.05878,-76.15455,0.381,"Between Court St/NB Exit 22/SB Exit 21 and Spencer St - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-10-13 08:54:00",55.9,NA,84,29.94,7,"South",10.4,0.04,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"66283","A-66283",3,"2016-10-13 17:05:50","2016-10-13 23:05:50",43.06261,-76.15814,43.06333,-76.15881,0.06,"At Court St/NB Exit 22/SB Exit 21 - Accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2016-10-13 16:54:00",54,NA,66,30.13,10,"WNW",16.1,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"66365","A-66365",2,"2016-10-14 01:53:05","2016-10-14 07:53:05",43.05166,-76.1369,43.05265,-76.1499,0.66,"At I-81 - Accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2016-10-14 01:54:00",42.1,NA,89,30.3,10,"Calm",NA,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"66628","A-66628",3,"2016-10-14 16:48:32","2016-10-14 22:48:32",43.05757,-76.1538,43.05913,-76.15458,0.115,"At Butternut St/Exit 20 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2016-10-14 16:54:00",55.9,NA,39,30.35,10,"Calm",NA,NA,"Scattered Clouds","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"66679","A-66679",2,"2016-10-14 18:13:11","2016-10-15 00:13:11",43.05946,-76.15481,43.06144,-76.15654,0.162,"At Spencer St - Accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2016-10-14 17:54:00",54,NA,40,30.35,10,"Calm",NA,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"66696","A-66696",2,"2016-10-14 18:44:48","2016-10-15 00:44:48",43.05676,-76.1086,43.0575,-76.10502,0.188,"At Midler Ave/Exit 15 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2016-10-14 18:54:00",45,42.6,74,30.37,10,"NNW",4.6,NA,"Scattered Clouds","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"66912","A-66912",2,"2016-10-17 05:43:02","2016-10-17 11:43:02",43.05126,-76.1488,43.05146,-76.13657,0.618,"At I-81 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2016-10-17 05:41:00",62.1,NA,96,29.93,6,"SW",4.6,0,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"67932","A-67932",2,"2016-10-19 17:48:09","2016-10-19 23:48:09",43.05815,-76.18181,43.05996,-76.18618,0.254,"At Hiawatha Blvd/Exit 8 - Accident.",NA,"Hiawatha Blvd W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-10-19 17:54:00",62.1,NA,65,30.11,10,"North",3.5,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"68622","A-68622",2,"2016-08-02 16:49:17","2016-08-02 22:49:17",43.06261,-76.15814,43.06333,-76.15881,0.06,"At Court St/NB Exit 22/SB Exit 21 - Accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2016-08-02 16:54:00",81,NA,54,30.05,10,"NE",5.8,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"68895","A-68895",2,"2016-08-03 13:26:16","2016-08-03 19:26:16",43.06326,-76.15896,43.06259,-76.15835,0.056,"At Court St/NB Exit 22/SB Exit 21 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-03 13:54:00",81,NA,52,30.1,10,"SE",8.1,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"69328","A-69328",2,"2016-08-05 10:45:34","2016-08-05 16:45:34",43.05815,-76.18181,43.05996,-76.18618,0.254,"At Hiawatha Blvd/Exit 8 - Accident.",NA,"Hiawatha Blvd W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-05 10:54:00",82,NA,54,29.9,10,"SSW",11.5,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"69332","A-69332",2,"2016-08-05 11:08:57","2016-08-05 17:08:57",43.05368,-76.10413,43.056188,-76.10401,0.173,"Between Erie Blvd and I-690/Burnett Ave - Accident.",NA,"Erie Blvd E","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2016-08-05 10:54:00",82,NA,54,29.9,10,"SSW",11.5,NA,"Mostly Cloudy","False","False","True","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"69333","A-69333",2,"2016-08-05 11:08:57","2016-08-05 17:08:57",43.056188,-76.10401,43.054779,-76.10397,0.097,"At Erie Blvd - Accident.",624," S Midler Ave","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2016-08-05 10:54:00",82,NA,54,29.9,10,"SSW",11.5,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"69482","A-69482",2,"2016-08-05 16:19:31","2016-08-05 22:19:31",43.05752,-76.15394,43.05645,-76.15361,0.076,"At Butternut St/Exit 20 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2016-08-05 15:54:00",88,NA,46,29.78,10,"SSW",11.5,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"70975","A-70975",2,"2016-08-11 08:33:02","2016-08-11 14:33:02",43.05757,-76.1538,43.05913,-76.15458,0.115,"At Butternut St/Exit 20 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2016-08-11 08:54:00",81,NA,74,30.06,10,"WSW",9.2,NA,"Patches of Fog","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"72489","A-72489",2,"2016-08-16 18:15:01","2016-08-17 00:15:01",43.05429,-76.15199,43.05628,-76.15342,0.155,"At Clinton St/Salina St/Exit 19 - Accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2016-08-16 17:54:00",87.1,NA,59,29.81,10,"SSW",20.7,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","True","False","False","False","Day","Day","Day","Day"
"72539","A-72539",2,"2016-08-16 20:14:46","2016-08-17 02:14:46",43.10662,-76.25313,43.10558,-76.24671,0.332,"At State Fair BL/Van Vleck/Exit 5 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2016-08-16 20:28:00",75,NA,94,29.84,10,"SSW",9.2,0.02,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"73153","A-73153",3,"2016-08-18 16:59:03","2016-08-18 22:59:03",43.05405,-76.1529,43.05518,-76.16113,0.423,"At Genesee St/West St/Exit 11/Exit 12 - Accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2016-08-18 16:54:00",80.1,NA,62,29.94,10,"NW",11.5,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"73337","A-73337",2,"2016-08-19 08:38:19","2016-08-19 14:38:19",43.05987,-76.1553,43.057521,-76.15394,0.176,"Between Spencer St and Butternut St/Exit 20 - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-19 08:54:00",72,NA,81,29.98,10,"Calm",NA,NA,"Clear","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"73739","A-73739",2,"2016-08-21 06:51:20","2016-08-21 12:51:20",43.04878,-76.14252,43.05412,-76.15182,0.597,"At I-690 - Accident.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2016-08-21 06:54:00",75,NA,73,29.71,10,"SSE",15,NA,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"73876","A-73876",2,"2016-08-22 08:09:43","2016-08-22 14:09:43",43.06629,-76.16386,43.06536,-76.16158,0.132,"At RT-298/Bear St - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-22 07:54:00",61,NA,70,30.02,10,"NW",8.1,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"73892","A-73892",2,"2016-08-22 08:17:24","2016-08-22 14:25:04",43.06629,-76.16386,43.06536,-76.16158,0.132,"At RT-298/Bear St - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-22 07:54:00",61,NA,70,30.02,10,"NW",8.1,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"73904","A-73904",2,"2016-08-22 08:25:04","2016-08-22 14:41:56",43.06629,-76.16386,43.06536,-76.16158,0.132,"At RT-298/Bear St - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-22 08:54:00",62.1,NA,70,30.05,10,"North",6.9,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"73906","A-73906",2,"2016-08-22 08:34:10","2016-08-22 14:43:16",43.06629,-76.16386,43.06536,-76.16158,0.132,"At RT-298/Bear St - Accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-22 08:54:00",62.1,NA,70,30.05,10,"North",6.9,NA,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"74245","A-74245",2,"2016-08-23 08:48:09","2016-08-23 14:48:09",43.05863,-76.18339,43.056875,-76.179272,0.241,"Between Hiawatha Blvd/Exit 8 and RT-298/Bear St/Exit 9 - Accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2016-08-23 08:54:00",62.1,NA,75,30.28,10,"Calm",NA,NA,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"74279","A-74279",2,"2016-08-23 10:00:08","2016-08-23 16:00:08",43.04273,-76.14257,43.0397,-76.14233,0.21,"At Adams St/Exit 18 - Accident.",677," E Adams St","L","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2016-08-23 09:54:00",69.1,NA,63,30.28,10,"West",8.1,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"74512","A-74512",3,"2016-08-23 21:11:44","2016-08-24 03:11:44",43.086905,-76.09042,43.07224,-76.08933,1.015,"At CR-181 - Accident.",6527," Thompson Rd","L","Syracuse","Onondaga","NY","13206-1401","US","US/Eastern","KSYR","2016-08-23 20:54:00",68,NA,68,30.21,10,"Calm",NA,NA,"Scattered Clouds","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
